Venue_Name,Address,Format,Price
Palette - Galibore Nature Camp Jlr,"Verrasandra, Bangalore",Attached Bathroom  Daily Housekeeping  CCTV Cameras  (+ 2 more),2782
Palette- UT Elegance,"Near National Market, Gandhi Nagar, Bangalore",Parking Facility  Bath Tub  Kitchen  (+ 11 more),2675
SPOT ON 39359 S R Comforts,"Near Kannan Kovil Temple, Shivaji Nagar, Bangalore",Not Available,1612
Palette - Sharavathi Adventure Camp Jungle Lodges,"Jog Falls, Bangalore",Parking Facility  Attached Bathroom  Refrigerator  (+ 4 more),4089
Palette - Radha Regent,"Near Wipro Gate, Bangalore",Daily Housekeeping  Conference Room  Swimming Pool  (+ 17 more),4430
Palette - Kanva Star Resort,"Near Mariyanapalya, Dasanapura Hobli,Bangalore",First Aid  Conference Room  Board Games  (+ 21 more),5918
Palette - Tulip Inn,"Extension, Bangalore",Not Available,5694
Palette - Holiday Palms,"Near Police Station Nelamangala, Bangalore",First Aid  Daily Housekeeping  Conference Room  (+ 16 more),5694
Palette - Sky Blue Orchid,"Kanakpura, Bangalore",First Aid  Voice enabled rooms  Daily Housekeeping  (+ 20 more),5568
Palette - Radha Homotel,"Phase 2, Brookefield, Bengaluru",Parking Facility  Bar  Attached Bathroom  (+ 15 more),4683
Palette - The River Tern Lodge Jungle Lodges Deluxe,"Lakkavalli, Bangalore",Parking Facility  Attached Bathroom  Daily Housekeeping  (+ 4 more),7382
Palette - Bheemeshwari Adventure And Nature Camp Jlr,"Muthathi, Bangalore",Attached Bathroom  Daily Housekeeping  CCTV Cameras  (+ 3 more),8266
Palette Resorts - Kabini River Lodge,"Kodagu, Bangalore",Complimentary Breakfast  Reception  Free Wifi  (+ 4 more),12188
SPOT ON 60680 Bharath Comforts SPOT,"Nelamangala, Bangalore",Buzzer/Door Bell  Attached Bathroom  CCTV Cameras  (+ 6 more),NA
OYO 49581 Hotel Prince Delight,"Kasturi Nagar, Bangalore",Attached Bathroom  Daily Housekeeping  CCTV Cameras  (+ 6 more),NA
OYO 13120 Ambrosia,"Green Garden layout, Munnekolla,Bangalore",Complimentary Veg Breakfast  CCTV Cameras  Geyser  (+ 5 more),NA
SPOT ON 47742 Midway City Inn SPOT,"Near Vidyaranyapura, Bangalore",First Aid  Attached Bathroom  Daily Housekeeping  (+ 6 more),NA
OYO 46682 New Andra House Saver,"Electronics City Phase 1, Bangalore",First Aid  Buzzer/Door Bell  Attached Bathroom  (+ 9 more),NA
OYO 11640 Hotel Aaira Inn Saver,"Banswadi Main Road, Bangalore",Parking Facility  CCTV Cameras  Geyser  (+ 5 more),NA
Collection O 40631 The Sahar Pavilion,"Near Srinivasa Nagar, Bangalore",First Aid  Daily Housekeeping  AC  (+ 15 more),NA
OYO 28285 Maruthi- Luxury Rooms,"Padmavati Kalyan Mantap, RR Nagar, Bangalore",Elevator  AC  TV  (+ 4 more),NA
OYO 10527 Varcity Golf View,"Domlur, Bangalore",Parking Facility  Elevator  Complimentary Breakfast  (+ 7 more),NA
OYO 35767 Dynasty Homes Saver,"Near GR Lavender Apartments, Bangalore",Buzzer/Door Bell  Attached Bathroom  Daily Housekeeping  (+ 7 more),NA
OYO Home 36524 Elegant Stay Hebbal,"Near Netajinagar, Hebbal Kempapura, Bangalore",Living Area  Kitchen  Spacious Dining Area  (+ 7 more),NA
OYO 48460 Fern Leaf Saver,"4th T Block, Jayanagar, Bangalore",First Aid  Attached Bathroom  Card Payment  (+ 5 more),NA
OYO 30882 Slv Regency,"Near Ammas Pastries, Yeshwanthpur, Bangalore",First Aid  Complimentary Veg Breakfast  Attached Bathroom  (+ 11 more),NA
OYO Home 45482 Exotic 1BHK Indiranagar,"2nd Stage, Indiranagar, Bangalore",Parking Facility  Kitchen  Functional Living Area  (+ 8 more),NA
OYO 4641 The Sangh Gunny,"Vijaya Bank Colony, Bannerghatta Road, Bangalore",Parking Facility  Complimentary Veg Breakfast  CCTV Cameras  (+ 7 more),NA
OYO Home 38632 Lavish Stay Banashankari,"Banashankari 3rd Stage, Bengaluru",Kitchen  Attached Bathroom  Daily Housekeeping  (+ 4 more),NA
OYO Home 38538 Luxurious Stay Rajajinagar,"3rd Block, Basaveshwara Nagar, Bangalore",Parking Facility  Kitchen  Attached Bathroom  (+ 10 more),NA
SilverKey Executive Stays 36673 Water ville Whitefield,"whitefield, Bangalore",First Aid  Daily Housekeeping  Swimming Pool  (+ 13 more),NA
Capital O 30115 Sasya Homes,"Near HSR BDA complex, Sector 6, Bangalore",Daily Housekeeping  Elevator  AC  (+ 17 more),NA
OYO Home 26785 Exotic Stay,"Near Garuda Mall, MG Road, Bangalore",Parking Facility  Bath Tub  Kitchen  (+ 12 more),NA
OYO Home 42241 Blissful Stay Yelhanka,"KHB Colony, Gandhinagar, Bangalore",Attached Bathroom  CCTV Cameras  Refrigerator  (+ 2 more),NA
OYO Home 42362 Serene Stay KR Puram Station,"Near Cambridge Institute of Technology, KR Puram, Bangalore",Parking Facility  First Aid  CCTV Cameras  (+ 4 more),NA
OYO Home 38627 Pleasant Stay Richmond Town,"Clapham Street, Richmond Town, Bengaluru",Kitchen  Attached Bathroom  Daily Housekeeping  (+ 8 more),NA
OYO Home 30604 Cosy Stay Sanjaynagar,"Om Sai Dham, Sidhi Vinayak Layout, Sanjay Nagar",Kitchen  CCTV Cameras  AC  (+ 3 more),NA
OYO Home 46060 Elegant Stay Mantri Square Mall,"4th Block, Seshadripuram, Bengaluru",Kitchen  Functional Living Area  Attached Bathroom  (+ 8 more),NA
OYO Home 48368 Enticing Stay Kalyan Nagar,"Near Balachandra Layout, Kalyan Nagar, Bangalore",DTH  Kitchen  Elevator  (+ 5 more),NA
OYO Home 44034 Blissful Stay JP Nagar,"Near Sri Vinayaka Theatre, JP Nagar, Bangalore",Kitchen  Attached Bathroom  Daily Housekeeping  (+ 4 more),NA
OYO Home 39498 Spacious Stay Electronic City,"Duo City Layout, Begur, Bengaluru",Attached Bathroom  Daily Housekeeping  CCTV Cameras  (+ 3 more),NA
OYO Home 37515 Elegant Stay Nagarbhavi,"Chandra Layout Extension II Stage, Nayanda Halli, Bengaluru",Kitchen  Attached Bathroom  Daily Housekeeping  (+ 5 more),NA
OYO Home 44180 Cosy Stay Banaswadi,"Near Sri Amruth Chitra Mandir, Bangalore",Kitchen  Functional Living Area  CCTV Cameras  (+ 5 more),NA
SPOT ON 45275 Hotel Tap Comforts SPOT,"Opposite Rangaswamy Temple, Bangalore",Attached Bathroom  Daily Housekeeping  CCTV Cameras  (+ 6 more),NA
OYO 40835 D S Residency,"Near 3rd Cross Road, Kodihalli",Complimentary Breakfast  Attached Bathroom  Daily Housekeeping  (+ 5 more),NA
OYO Home 42250 Cosy Stay Indiranagar,"5th Cross Rd, HAL 2nd Stage, Kodihalli, Bengaluru",RO  DTH  Kitchen  (+ 6 more),NA
OYO 15505 Royal Stay,"Near Phoenix Mall, Bangalore",Parking Facility  Kitchen  Complimentary Veg Breakfast  (+ 12 more),NA
OYO 7897 Status Suites,"Domlur, Bangalore",Elevator  Complimentary Breakfast  AC  (+ 7 more),NA
OYO Home 41402 Luxurious Villa Opp. HSR Club,"HSR Layout, Sector - 3, Bangalore",Kitchen  Buzzer/Door Bell  Functional Living Area  (+ 8 more),NA
SPOT ON 47475 New Sri Shanti Sagar Hotel  SPOT,"Near Kolar, Bangalore",Not Available,NA
OYO Townhouse 007 Indiranagar,"12th Main, Indiranagar, Bangalore",Conference Room  Complimentary Breakfast  Elevator  (+ 10 more),NA
OYO 45618 Bulande Comforts Saver,"Thanisandra, Bangalore",First Aid  Buzzer/Door Bell  Attached Bathroom  (+ 5 more),NA
OYO 43985 Prabha Suites,"Near Reddy Complex, Bangalore",Parking Facility  Attached Bathroom  Daily Housekeeping  (+ 7 more),NA
OYO 6593 West Fort Hotel,"Magadi Road, Bangalore",Parking Facility  CCTV Cameras  Conference Room  (+ 9 more),NA
